EquationName,DataSourceFile,DataTargetFile,EquationString,Degree,Lambda,Alpha,MaxInteractions,Runtime,Successful,RMSE_Training,RMSE_Test,RMSE_Full,R2_Training,R2_Test,R2_Full
FeynmanBonus1,D:\src\SCR-Benchmark-SCPR\experiments\repeated_best_config_data\FeynmanBonus1\FeynmanBonus1_sample_size100_noise_level0_repetition8.csv,D:\src\SCR-Benchmark-SCPR\experiments\repeated_best_config_results\individual\FeynmanBonus1_sample_size100_noise_level0_repetition8_d2_i2_l10_a0.csv,5.9922991161122546E-15 + 2.329677823882021E-16 * ((x3 * 0.3183098861837907) -1) + 4.401179077531787E-15 * (((x3 * 0.3183098861837907) -1)**2) + -3.044463591192355E-16 * ((x2 * 20202020202020204) -1.02020202020202) + -1.5022010300453874E-15 * ((x2 * 20202020202020204) -1.02020202020202) * ((x3 * 0.3183098861837907) -1) + 1.0717217430766688E-15 * (((x2 * 20202020202020204) -1.02020202020202)**2) + -7.648614459071058E-17 * ((x1 * 0.2222222222222222) -1.2222222222222223) + -7.365285740438438E-17 * ((x1 * 0.2222222222222222) -1.2222222222222223) * ((x3 * 0.3183098861837907) -1) + 3.218947214535567E-16 * ((x1 * 0.2222222222222222) -1.2222222222222223) * ((x2 * 20202020202020204) -1.02020202020202) + -1.60379635508238E-15 * (((x1 * 0.2222222222222222) -1.2222222222222223)**2) + -1.7873558141716133E-16 * ((x0 * 0.2222222222222222) -1.2222222222222223) + 1.4711957129538979E-15 * ((x0 * 0.2222222222222222) -1.2222222222222223) * ((x3 * 0.3183098861837907) -1) + 6.409355040577218E-17 * ((x0 * 0.2222222222222222) -1.2222222222222223) * ((x2 * 20202020202020204) -1.02020202020202) + 4.248025328698045E-16 * ((x0 * 0.2222222222222222) -1.2222222222222223) * ((x1 * 0.2222222222222222) -1.2222222222222223) + -1.118303111797684E-15 * (((x0 * 0.2222222222222222) -1.2222222222222223)**2),2,10,0,2,241,True,3.758535966397037E-14,0.0007404176193660521,0.000740047687981798,0.044586487109971484,-1.1103507009391222E-05,-1.1092410361568383E-05
FeynmanBonus1,D:\src\SCR-Benchmark-SCPR\experiments\repeated_best_config_data\FeynmanBonus1\FeynmanBonus1_sample_size100_noise_level0_repetition2.csv,D:\src\SCR-Benchmark-SCPR\experiments\repeated_best_config_results\individual\FeynmanBonus1_sample_size100_noise_level0_repetition2_d2_i2_l10_a0.csv,4.6142011902773833E-10 + -2.413337394157613E-10 * ((x3 * 0.3183098861837907) -1) + 6.138227510294967E-10 * (((x3 * 0.3183098861837907) -1)**2) + -1.061954921379496E-10 * ((x2 * 20202020202020204) -1.02020202020202) + 4.4494148510631314E-10 * ((x2 * 20202020202020204) -1.02020202020202) * ((x3 * 0.3183098861837907) -1) + 2.5617103314988066E-10 * (((x2 * 20202020202020204) -1.02020202020202)**2) + -1.4209651194125113E-10 * ((x1 * 0.2222222222222222) -1.2222222222222223) + 5.245885334127101E-10 * ((x1 * 0.2222222222222222) -1.2222222222222223) * ((x3 * 0.3183098861837907) -1) + 2.578716184077277E-10 * ((x1 * 0.2222222222222222) -1.2222222222222223) * ((x2 * 20202020202020204) -1.02020202020202) + 1.8256850023436437E-10 * (((x1 * 0.2222222222222222) -1.2222222222222223)**2) + -1.0507467115837358E-10 * ((x0 * 0.2222222222222222) -1.2222222222222223) + 3.6449911488200064E-10 * ((x0 * 0.2222222222222222) -1.2222222222222223) * ((x3 * 0.3183098861837907) -1) + 1.821168262249549E-10 * ((x0 * 0.2222222222222222) -1.2222222222222223) * ((x2 * 20202020202020204) -1.02020202020202) + 2.984658006235076E-10 * ((x0 * 0.2222222222222222) -1.2222222222222223) * ((x1 * 0.2222222222222222) -1.2222222222222223) + 8.494600191612693E-17 * (((x0 * 0.2222222222222222) -1.2222222222222223)**2),2,10,0,2,395,True,8.408428720103885E-09,0.0007404176163091201,0.0007400476849264412,0.05616689227928484,-1.1095249417447661E-05,-1.1084166507968618E-05
FeynmanBonus1,D:\src\SCR-Benchmark-SCPR\experiments\repeated_best_config_data\FeynmanBonus1\FeynmanBonus1_sample_size100_noise_level0_repetition9.csv,D:\src\SCR-Benchmark-SCPR\experiments\repeated_best_config_results\individual\FeynmanBonus1_sample_size100_noise_level0_repetition9_d2_i2_l10_a0.csv,6.538038786405714E-15 + -2.0283651685743295E-15 * ((x3 * 0.3183098861837907) -1) + 6.725259475617858E-15 * (((x3 * 0.3183098861837907) -1)**2) + -1.5059731678202242E-15 * ((x2 * 20202020202020204) -1.02020202020202) + 2.791655947221294E-15 * ((x2 * 20202020202020204) -1.02020202020202) * ((x3 * 0.3183098861837907) -1) + 1.6555567835082063E-15 * (((x2 * 20202020202020204) -1.02020202020202)**2) + 2.3640446022405437E-15 * ((x1 * 0.2222222222222222) -1.2222222222222223) + -3.811162637556909E-15 * ((x1 * 0.2222222222222222) -1.2222222222222223) * ((x3 * 0.3183098861837907) -1) + -3.196603913938752E-15 * ((x1 * 0.2222222222222222) -1.2222222222222223) * ((x2 * 20202020202020204) -1.02020202020202) + 2.3875806200105292E-15 * (((x1 * 0.2222222222222222) -1.2222222222222223)**2) + 1.6562242010732336E-15 * ((x0 * 0.2222222222222222) -1.2222222222222223) + -3.677591166232892E-15 * ((x0 * 0.2222222222222222) -1.2222222222222223) * ((x3 * 0.3183098861837907) -1) + -2.4625050222707168E-15 * ((x0 * 0.2222222222222222) -1.2222222222222223) * ((x2 * 20202020202020204) -1.02020202020202) + 2.5730419067246863E-15 * ((x0 * 0.2222222222222222) -1.2222222222222223) * ((x1 * 0.2222222222222222) -1.2222222222222223) + -8.118175125906672E-16 * (((x0 * 0.2222222222222222) -1.2222222222222223)**2),2,10,0,2,259,True,9.315178619615109E-14,0.000740417619366054,0.0007400476879818001,0.045383359008211444,-1.1103507014942338E-05,-1.1092410367563588E-05
FeynmanBonus1,D:\src\SCR-Benchmark-SCPR\experiments\repeated_best_config_data\FeynmanBonus1\FeynmanBonus1_sample_size100_noise_level0_repetition4.csv,D:\src\SCR-Benchmark-SCPR\experiments\repeated_best_config_results\individual\FeynmanBonus1_sample_size100_noise_level0_repetition4_d2_i2_l10_a0.csv,2.7426185719778792E-15 + 8.985836105439743E-16 * ((x3 * 0.3183098861837907) -1) + 2.9237942989966306E-15 * (((x3 * 0.3183098861837907) -1)**2) + -4.830657044743302E-16 * ((x2 * 20202020202020204) -1.02020202020202) + -1.503307085869155E-15 * ((x2 * 20202020202020204) -1.02020202020202) * ((x3 * 0.3183098861837907) -1) + 8.097820647136725E-16 * (((x2 * 20202020202020204) -1.02020202020202)**2) + 1.0167544295508966E-15 * ((x1 * 0.2222222222222222) -1.2222222222222223) + 2.0943883738493813E-15 * ((x1 * 0.2222222222222222) -1.2222222222222223) * ((x3 * 0.3183098861837907) -1) + -1.3080312384796318E-15 * ((x1 * 0.2222222222222222) -1.2222222222222223) * ((x2 * 20202020202020204) -1.02020202020202) + 1.0728256396039963E-15 * (((x1 * 0.2222222222222222) -1.2222222222222223)**2) + -4.744239133781974E-16 * ((x0 * 0.2222222222222222) -1.2222222222222223) + -2.024711374714209E-15 * ((x0 * 0.2222222222222222) -1.2222222222222223) * ((x3 * 0.3183098861837907) -1) + 7.790094365759315E-16 * ((x0 * 0.2222222222222222) -1.2222222222222223) * ((x2 * 20202020202020204) -1.02020202020202) + -1.689852741768599E-15 * ((x0 * 0.2222222222222222) -1.2222222222222223) * ((x1 * 0.2222222222222222) -1.2222222222222223) + 3.473790986493868E-16 * (((x0 * 0.2222222222222222) -1.2222222222222223)**2),2,10,0,2,302,True,4.0848721592502755E-14,0.0007404176193660648,0.0007400476879818108,0.05221671388688476,-1.1103507044030181E-05,-1.1092410396207342E-05
FeynmanBonus1,D:\src\SCR-Benchmark-SCPR\experiments\repeated_best_config_data\FeynmanBonus1\FeynmanBonus1_sample_size100_noise_level0_repetition7.csv,D:\src\SCR-Benchmark-SCPR\experiments\repeated_best_config_results\individual\FeynmanBonus1_sample_size100_noise_level0_repetition7_d2_i2_l10_a0.csv,6.67713512824432E-16 + 1.8865230296624773E-16 * ((x3 * 0.3183098861837907) -1) + 4.556783698517824E-16 * (((x3 * 0.3183098861837907) -1)**2) + 3.2451525218921275E-17 * ((x2 * 20202020202020204) -1.02020202020202) + -1.4415848533813025E-16 * ((x2 * 20202020202020204) -1.02020202020202) * ((x3 * 0.3183098861837907) -1) + 8.653449143916342E-17 * (((x2 * 20202020202020204) -1.02020202020202)**2) + 1.4962444828471854E-16 * ((x1 * 0.2222222222222222) -1.2222222222222223) + 2.592918486005012E-16 * ((x1 * 0.2222222222222222) -1.2222222222222223) * ((x3 * 0.3183098861837907) -1) + -7.316193350360917E-17 * ((x1 * 0.2222222222222222) -1.2222222222222223) * ((x2 * 20202020202020204) -1.02020202020202) + 8.023138571294839E-17 * (((x1 * 0.2222222222222222) -1.2222222222222223)**2) + 7.664282496515582E-17 * ((x0 * 0.2222222222222222) -1.2222222222222223) + 1.5122839920805279E-16 * ((x0 * 0.2222222222222222) -1.2222222222222223) * ((x3 * 0.3183098861837907) -1) + -5.893669554815927E-17 * ((x0 * 0.2222222222222222) -1.2222222222222223) * ((x2 * 20202020202020204) -1.02020202020202) + 8.428146409810782E-17 * ((x0 * 0.2222222222222222) -1.2222222222222223) * ((x1 * 0.2222222222222222) -1.2222222222222223) + -1.3148720371482233E-16 * (((x0 * 0.2222222222222222) -1.2222222222222223)**2),2,10,0,2,327,True,4.190353531802769E-15,0.0007404176193660904,0.0007400476879818363,0.06832708829730083,-1.1103507112641964E-05,-1.1092410464819125E-05
FeynmanBonus1,D:\src\SCR-Benchmark-SCPR\experiments\repeated_best_config_data\FeynmanBonus1\FeynmanBonus1_sample_size100_noise_level0_repetition5.csv,D:\src\SCR-Benchmark-SCPR\experiments\repeated_best_config_results\individual\FeynmanBonus1_sample_size100_noise_level0_repetition5_d2_i2_l10_a0.csv,4.4705588200976E-12 + -1.8824882228515363E-12 * ((x3 * 0.3183098861837907) -1) + 5.083405903321261E-12 * (((x3 * 0.3183098861837907) -1)**2) + -1.1528404009326772E-12 * ((x2 * 20202020202020204) -1.02020202020202) + 3.2329067543505996E-12 * ((x2 * 20202020202020204) -1.02020202020202) * ((x3 * 0.3183098861837907) -1) + 2.2271074662714027E-12 * (((x2 * 20202020202020204) -1.02020202020202)**2) + -4.564513949533905E-13 * ((x1 * 0.2222222222222222) -1.2222222222222223) + 1.8573225109158896E-12 * ((x1 * 0.2222222222222222) -1.2222222222222223) * ((x3 * 0.3183098861837907) -1) + 7.780305658624514E-13 * ((x1 * 0.2222222222222222) -1.2222222222222223) * ((x2 * 20202020202020204) -1.02020202020202) + 3.384937537294407E-19 * (((x1 * 0.2222222222222222) -1.2222222222222223)**2) + 1.4797695351614505E-12 * ((x0 * 0.2222222222222222) -1.2222222222222223) + -3.767243153844721E-12 * ((x0 * 0.2222222222222222) -1.2222222222222223) * ((x3 * 0.3183098861837907) -1) + -2.0708689745869827E-12 * ((x0 * 0.2222222222222222) -1.2222222222222223) * ((x2 * 20202020202020204) -1.02020202020202) + -1.0410104216718251E-12 * ((x0 * 0.2222222222222222) -1.2222222222222223) * ((x1 * 0.2222222222222222) -1.2222222222222223) + 5.422698254493093E-16 * (((x0 * 0.2222222222222222) -1.2222222222222223)**2),2,10,0,2,330,True,8.182061330342215E-11,0.0007404176193397126,0.0007400476879554717,0.03270082719051248,-1.1103435860970734E-05,-1.1092339345708524E-05
FeynmanBonus1,D:\src\SCR-Benchmark-SCPR\experiments\repeated_best_config_data\FeynmanBonus1\FeynmanBonus1_sample_size100_noise_level0_repetition6.csv,D:\src\SCR-Benchmark-SCPR\experiments\repeated_best_config_results\individual\FeynmanBonus1_sample_size100_noise_level0_repetition6_d2_i2_l10_a0.csv,2.366991323828817E-15 + -1.2266199732022817E-15 * ((x3 * 0.3183098861837907) -1) + 3.763029008450045E-15 * (((x3 * 0.3183098861837907) -1)**2) + -5.395488013632831E-16 * ((x2 * 20202020202020204) -1.02020202020202) + 2.2458369318627376E-15 * ((x2 * 20202020202020204) -1.02020202020202) * ((x3 * 0.3183098861837907) -1) + 1.2075661867974747E-15 * (((x2 * 20202020202020204) -1.02020202020202)**2) + 4.824924578985284E-16 * ((x1 * 0.2222222222222222) -1.2222222222222223) + -1.0651971278494602E-15 * ((x1 * 0.2222222222222222) -1.2222222222222223) * ((x3 * 0.3183098861837907) -1) + -6.145106489899067E-16 * ((x1 * 0.2222222222222222) -1.2222222222222223) * ((x2 * 20202020202020204) -1.02020202020202) + -7.966515511252858E-16 * (((x1 * 0.2222222222222222) -1.2222222222222223)**2) + -6.828508790482945E-16 * ((x0 * 0.2222222222222222) -1.2222222222222223) + 3.303915970726025E-15 * ((x0 * 0.2222222222222222) -1.2222222222222223) * ((x3 * 0.3183098861837907) -1) + 1.2043734821992348E-15 * ((x0 * 0.2222222222222222) -1.2222222222222223) * ((x2 * 20202020202020204) -1.02020202020202) + -7.843101519691201E-16 * ((x0 * 0.2222222222222222) -1.2222222222222223) * ((x1 * 0.2222222222222222) -1.2222222222222223) + 8.100635276811594E-16 * (((x0 * 0.2222222222222222) -1.2222222222222223)**2),2,10,0,2,321,True,4.1468899431938626E-14,0.0007404176193660796,0.0007400476879818256,0.053476216635635954,-1.110350708355412E-05,-1.1092410435953326E-05
FeynmanBonus1,D:\src\SCR-Benchmark-SCPR\experiments\repeated_best_config_data\FeynmanBonus1\FeynmanBonus1_sample_size100_noise_level0_repetition1.csv,D:\src\SCR-Benchmark-SCPR\experiments\repeated_best_config_results\individual\FeynmanBonus1_sample_size100_noise_level0_repetition1_d2_i2_l10_a0.csv,1.9187194421372197E-16 + -7.023318890800269E-17 * ((x3 * 0.3183098861837907) -1) + 2.2219774743420333E-16 * (((x3 * 0.3183098861837907) -1)**2) + -4.36706356226004E-17 * ((x2 * 20202020202020204) -1.02020202020202) + 1.1674436079775712E-16 * ((x2 * 20202020202020204) -1.02020202020202) * ((x3 * 0.3183098861837907) -1) + 9.391115679874409E-17 * (((x2 * 20202020202020204) -1.02020202020202)**2) + 4.6282090402295214E-17 * ((x1 * 0.2222222222222222) -1.2222222222222223) + -1.3318290053153272E-16 * ((x1 * 0.2222222222222222) -1.2222222222222223) * ((x3 * 0.3183098861837907) -1) + -7.212703981484237E-17 * ((x1 * 0.2222222222222222) -1.2222222222222223) * ((x2 * 20202020202020204) -1.02020202020202) + -3.2398358553510066E-18 * (((x1 * 0.2222222222222222) -1.2222222222222223)**2) + -1.8114743725304364E-17 * ((x0 * 0.2222222222222222) -1.2222222222222223) + 4.766453391578774E-17 * ((x0 * 0.2222222222222222) -1.2222222222222223) * ((x3 * 0.3183098861837907) -1) + 2.904355759043111E-17 * ((x0 * 0.2222222222222222) -1.2222222222222223) * ((x2 * 20202020202020204) -1.02020202020202) + -3.277646359532453E-17 * ((x0 * 0.2222222222222222) -1.2222222222222223) * ((x1 * 0.2222222222222222) -1.2222222222222223) + -6.730252831973188E-17 * (((x0 * 0.2222222222222222) -1.2222222222222223)**2),2,10,0,2,364,True,2.7765914225986516E-15,0.000740417619366095,0.000740047687981841,0.03659052675553465,-1.1103507125076462E-05,-1.1092410477697712E-05
FeynmanBonus1,D:\src\SCR-Benchmark-SCPR\experiments\repeated_best_config_data\FeynmanBonus1\FeynmanBonus1_sample_size100_noise_level0_repetition0.csv,D:\src\SCR-Benchmark-SCPR\experiments\repeated_best_config_results\individual\FeynmanBonus1_sample_size100_noise_level0_repetition0_d2_i2_l10_a0.csv,2.0704223682067572E-14 + -6.67100331724952E-15 * ((x3 * 0.3183098861837907) -1) + 1.6247992928682132E-14 * (((x3 * 0.3183098861837907) -1)**2) + 2.781158897545283E-15 * ((x2 * 20202020202020204) -1.02020202020202) + 4.0288773957651736E-15 * ((x2 * 20202020202020204) -1.02020202020202) * ((x3 * 0.3183098861837907) -1) + 2.9941214088175457E-22 * (((x2 * 20202020202020204) -1.02020202020202)**2) + 5.036834972336825E-15 * ((x1 * 0.2222222222222222) -1.2222222222222223) + -1.2111948311520983E-14 * ((x1 * 0.2222222222222222) -1.2222222222222223) * ((x3 * 0.3183098861837907) -1) + -3.1665352275751923E-15 * ((x1 * 0.2222222222222222) -1.2222222222222223) * ((x2 * 20202020202020204) -1.02020202020202) + 4.74059314771989E-15 * (((x1 * 0.2222222222222222) -1.2222222222222223)**2) + 4.632487877541792E-15 * ((x0 * 0.2222222222222222) -1.2222222222222223) + -1.2005072189376599E-14 * ((x0 * 0.2222222222222222) -1.2222222222222223) * ((x3 * 0.3183098861837907) -1) + -2.963366319205081E-15 * ((x0 * 0.2222222222222222) -1.2222222222222223) * ((x2 * 20202020202020204) -1.02020202020202) + 7.15229109925775E-15 * ((x0 * 0.2222222222222222) -1.2222222222222223) * ((x1 * 0.2222222222222222) -1.2222222222222223) + 7.188754336696813E-17 * (((x0 * 0.2222222222222222) -1.2222222222222223)**2),2,10,0,2,408,True,2.2375817444810272E-13,0.0007404176193660207,0.0007400476879817667,0.042257836304624874,-1.1103506924792228E-05,-1.1092410277191433E-05
FeynmanBonus1,D:\src\SCR-Benchmark-SCPR\experiments\repeated_best_config_data\FeynmanBonus1\FeynmanBonus1_sample_size100_noise_level0_repetition3.csv,D:\src\SCR-Benchmark-SCPR\experiments\repeated_best_config_results\individual\FeynmanBonus1_sample_size100_noise_level0_repetition3_d2_i2_l10_a0.csv,5.834897899528265E-14 + -5.193103984644514E-15 * ((x3 * 0.3183098861837907) -1) + 1.0065190078264788E-13 * (((x3 * 0.3183098861837907) -1)**2) + -1.742862847925531E-14 * ((x2 * 20202020202020204) -1.02020202020202) + 1.2729759407899606E-14 * ((x2 * 20202020202020204) -1.02020202020202) * ((x3 * 0.3183098861837907) -1) + 3.4726505565514206E-14 * (((x2 * 20202020202020204) -1.02020202020202)**2) + -2.767019528430403E-14 * ((x1 * 0.2222222222222222) -1.2222222222222223) + 1.3020681342257784E-14 * ((x1 * 0.2222222222222222) -1.2222222222222223) * ((x3 * 0.3183098861837907) -1) + 4.833749509379393E-14 * ((x1 * 0.2222222222222222) -1.2222222222222223) * ((x2 * 20202020202020204) -1.02020202020202) + 4.824618630276983E-14 * (((x1 * 0.2222222222222222) -1.2222222222222223)**2) + -9.85792895949047E-15 * ((x0 * 0.2222222222222222) -1.2222222222222223) + 5.765701363877824E-14 * ((x0 * 0.2222222222222222) -1.2222222222222223) * ((x3 * 0.3183098861837907) -1) + 1.963366572809855E-14 * ((x0 * 0.2222222222222222) -1.2222222222222223) * ((x2 * 20202020202020204) -1.02020202020202) + 4.724360435373379E-14 * ((x0 * 0.2222222222222222) -1.2222222222222223) * ((x1 * 0.2222222222222222) -1.2222222222222223) + 9.67804442710195E-16 * (((x0 * 0.2222222222222222) -1.2222222222222223)**2),2,10,0,2,346,True,1.034063639107115E-12,0.0007404176193654547,0.0007400476879812011,0.051750061752602106,-1.1103505395793078E-05,-1.1092408750634775E-05
