SampleSize,100,100,100,100,100,1000,1000,1000,1000,1000
NoiseLevel,0.00,0.05,0.10,0.15,0.20,0.00,0.05,0.10,0.15,0.20
EquationName,,,,,,,,,,
FeynmanICh6Eq20a,-0.2782139472757592,-0.28451086482771537,-0.29439105725758213,-0.30312083317871164,-0.31289546987978056,-0.26681868596712244,-0.2681126493037247,-0.2701155591051295,-0.2721675740399762,-0.27385679437309907
FeynmanICh6Eq20,-0.9474731426515429,-1.1741036836687062,-1.3274296047700105,-1.4683062322883702,-1.6024069115131887,-0.8470593679500575,-0.8745728070109363,-0.8930217184602182,-0.9099011836361848,-0.9260070582790245
FeynmanICh6Eq20b,-0.663074354503074,-0.725274659371913,-0.7632681378107569,-0.7970920799340896,-0.8283148357031521,-0.4474472188365592,-0.44854143073460084,-0.4518471746907382,-0.4555258087377744,-0.4593714268432637
FeynmanICh9Eq18,-0.0099796360194392,-0.009977331995750712,-0.01079318187970223,-0.011743480980829949,-0.01276355468502074,0.0008737778280654002,0.0007711801660147302,0.00060356684623588,0.00042525707939489003,0.00024141012058877007
FeynmanICh15Eq3t,0.999999789631099,0.9994423201495909,0.9988828153175232,0.9983231854774406,0.9977640302977205,0.999999803667295,0.9998591556954575,0.9997192509091827,0.9995799730867605,0.9994397954030549
FeynmanICh15Eq3x,,,,,,,,,,
FeynmanICh29Eq16,0.4556944996231517,0.4474174916337727,0.4131906048369599,0.3702429603960481,0.32015810529921807,0.6769010788971191,0.6674576838089527,0.6606653692344819,0.6548911405392844,0.6488489651922967
FeynmanICh30Eq3,-0.0007358360329515332,-0.0007250307320250334,-0.0007210659144544,-0.0007180220963967334,-0.0007149564620428,-0.00503819785323478,-0.004888562080269389,-0.0048885299872816895,-0.00491270463340541,-0.00494924868319453
FeynmanICh32Eq17,-2.6673704919957486e-05,-2.6673826775692868e-05,-2.6673844666591506e-05,-2.6673869640762387e-05,-2.6673866935938368e-05,-2.6610416858982182e-05,-2.6609482734807344e-05,-2.6608620687262885e-05,-2.6608020484423074e-05,-2.660746053535184e-05
FeynmanICh34Eq14,0.9330529591294958,0.9245772764756485,0.9192651814171665,0.9144740475581667,0.9109654869335998,0.927894463713695,0.9285523513537312,0.9287572020795187,0.9288844034641759,0.9289771159347031
FeynmanICh37Eq4,0.9265604955164009,0.8482642879825516,0.7520694191976725,0.6558240227254967,0.5236720038984044,0.990982787818559,0.9884531548993252,0.9856213847582801,0.9825793777670734,0.9793746167561699
FeynmanICh39Eq22,0.030874432403139678,0.028807573854162834,0.027718835418770744,0.02679368126293679,0.025950378043719902,0.04424577186745854,0.04409548008473875,0.044001818658038885,0.04391607661464863,0.04383469856585122
FeynmanICh40Eq1,0.09509140548396625,0.09613015775479225,0.09638057394505775,0.09650175035799682,0.09658105265665104,0.10470555777750815,0.10438068099679068,0.10409829593116411,0.1038182884577669,0.1035375411015578
FeynmanICh41Eq16,0.9999982326526847,0.9958171817025241,0.9916271089130723,0.9874354910241661,0.9832431205389254,0.99999870488238,0.999687231732611,0.9993747960515089,0.9990621864611612,0.9987494539358798
FeynmanICh44Eq4,0.14259544517549613,-0.13717448586831613,0.049568583983831994,-0.08959334758261765,0.1301214540942262,0.6736950724335052,0.6735488123859034,0.6732543253596528,0.6728999056360262,0.6724925413681659
FeynmanICh50Eq26,-0.04434677833000764,-0.04533406472249793,-0.04597388650522885,-0.04655657161738243,-0.047109644395091896,-0.049050547837529615,-0.04964561525979776,-0.04990103594263447,-0.05010057691725491,-0.05027119111229957
FeynmanIICh6Eq15a,-0.014198498141654798,-0.018974419500912817,-0.021212998102097484,-0.023034121237047688,-0.024639153521705502,-0.0011199218726587793,-0.0010163222658862259,-0.0009887786799089248,-0.0009737481852511601,-0.000965194943291083
FeynmanIICh6Eq15b,-0.10291977845779951,-0.11074454669281253,-0.11317296237608629,-0.11422226141382456,-0.11506067961634084,0.06492651364650061,0.06579275865674636,0.06581978100096912,0.06553748703534829,0.06500993281595098
FeynmanIICh11Eq17,-0.0020465595231242166,-0.0024906479847953784,-0.0027375717875836574,-0.0029520539411180347,-0.003149752869577413,-0.0005959470505647933,-0.0005932270015607203,-0.0005997368021431694,-0.0006077651411445674,-0.0006165795342757172
FeynmanIICh11Eq20,0.04391117374627858,0.04520114994699767,0.045685630275617686,0.04603990469385829,0.04632778808551176,0.07196974976501068,0.07167761509906072,0.07153800816081782,0.07142145241616041,0.0713186739436217
FeynmanIICh11Eq27,0.9999204506274447,0.9859709807964983,0.9711657842194766,0.9561668334779643,0.9410777996836932,0.9999984352008988,0.9996504978738029,0.999301693202302,0.9989524664240739,0.9986030964532924
FeynmanIICh11Eq28,0.9999999999662081,0.9987766772498553,0.9975533956319346,0.9963301707381472,0.995106732785537,0.9999999999994218,0.9998334308521238,0.9996668815267746,0.9995002731165258,0.9993336653858321
FeynmanIICh13Eq23,0.9986723903143961,0.9978122342799971,0.9966780639288917,0.995470377882144,0.9942175684748793,0.9988465378689622,0.9987714235309232,0.9986628864688767,0.9985514420747468,0.998432992930724
FeynmanIICh13Eq34,0.36521040433851965,0.364120448437517,0.3633918910513079,0.3627106601396846,0.3620682223498218,0.42836547924903173,0.42976842917692243,0.43031223453875656,0.43070096222987175,0.4310008075131326
FeynmanIICh24Eq17,-0.20742233753473188,-0.21150463738805964,-0.2135978050705626,-0.2153600219209868,-0.21690742072191266,-0.1934532720368575,-0.18954515520570703,-0.18795950514699006,-0.18675595272032458,-0.18575019194831216
